ticker,date,open,high,low,close,volume,sma_20,sma_50,sma_200,ema_12,ema_26,macd_line,macd_signal,macd_histogram,rsi_14,bb_middle,bb_upper,bb_lower,bb_width,volume_sma_20,volume_ratio,daily_return,volatility_20d,bb_position,golden_cross,death_cross,support_20d,resistance_20d
VNM,2023-02-13,59956.0,60215.0,59850.0,59917.0,6892543,57725.0,,,58796.0,58471.0,325.0,45.95,279.05,77.76,57725.0,61048.0,54402.0,0.1151,7482356.0,0.92,0.002158,0.01503,0.8298,0,0,54188.0,60302.0
VNM,2023-02-13,59582.0,60245.0,59307.0,60196.0,2919616,57913.0,,,59012.0,58613.0,399.0,116.65,282.35,78.84,57913.0,61353.0,54473.0,0.1188,7487931.0,0.39,0.004656,0.015025,0.8318,0,0,54188.0,60302.0
VNM,2023-02-14,59988.0,60322.0,59625.0,59770.0,8026356,58067.0,,,59130.0,58707.0,423.0,177.98,245.02,72.82,58067.0,61550.0,54584.0,0.12,7332385.0,1.09,-0.007077,0.015202,0.7445,0,0,54188.0,60322.0
VNM,2023-02-15,58726.0,59318.0,58237.0,58999.0,5844675,58126.0,,,59109.0,58731.0,378.0,218.01,159.99,61.26,58126.0,61631.0,54621.0,0.1206,7298723.0,0.8,-0.012899,0.015005,0.6245,0,0,54188.0,60322.0
VNM,2023-02-16,59868.0,60919.0,59547.0,60351.0,6012701,58306.0,,,59301.0,58861.0,440.0,262.44,177.56,61.85,58306.0,61884.0,54728.0,0.1227,7219417.0,0.83,0.022916,0.015033,0.7858,0,0,54188.0,60919.0
VNM,2023-02-20,58867.0,59810.0,58719.0,59392.0,11347451,58511.0,,,59315.0,58903.0,412.0,292.37,119.63,53.84,58511.0,61819.0,55203.0,0.1131,7576546.0,1.5,-0.01589,0.014129,0.6332,0,0,54188.0,60919.0
VNM,2023-02-20,58182.0,58561.0,58001.0,58105.0,6227444,58670.0,,,59129.0,58840.0,289.0,291.69,-2.69,42.28,58670.0,61530.0,55810.0,0.0975,7546457.0,0.83,-0.02167,0.015087,0.4012,0,0,54188.0,60919.0
VNM,2023-02-21,58595.0,58885.0,58273.0,58816.0,1364524,58866.0,,,59080.0,58838.0,242.0,281.75,-39.75,49.34,58866.0,61104.0,56628.0,0.076,6857364.0,0.2,0.012236,0.015198,0.4888,0,0,55649.0,60919.0
VNM,2023-02-22,59632.0,60218.0,59614.0,60020.0,4261010,59078.0,,,59225.0,58931.0,294.0,284.2,9.8,54.18,59078.0,60839.0,57317.0,0.0596,6593529.0,0.65,0.020471,0.015406,0.7675,0,0,56682.0,60919.0
VNM,2023-02-23,59732.0,59733.0,59551.0,59599.0,6427179,59200.0,,,59283.0,58983.0,300.0,287.36,12.64,58.23,59200.0,60726.0,57674.0,0.0516,6690889.0,0.96,-0.007014,0.014746,0.6307,0,0,57239.0,60919.0
VNM,2023-02-27,59135.0,59257.0,58946.0,59197.0,4576011,59240.0,,,59270.0,59000.0,270.0,283.89,-13.89,55.49,59240.0,60719.0,57761.0,0.0499,6621738.0,0.69,-0.006745,0.014143,0.4855,0,0,57239.0,60919.0
VNM,2023-02-27,59411.0,60258.0,59104.0,59518.0,5897822,59280.0,,,59308.0,59040.0,268.0,280.71,-12.71,56.35,59280.0,60742.0,57818.0,0.0493,6808823.0,0.87,0.005423,0.014144,0.5814,0,0,57239.0,60919.0
VNM,2023-02-28,58837.0,59098.0,58424.0,58845.0,3634624,59245.0,,,59237.0,59025.0,212.0,266.97,-54.97,43.77,59245.0,60714.0,57776.0,0.0496,6522391.0,0.56,-0.011308,0.014016,0.3639,0,0,57239.0,60919.0
VNM,2023-03-01,58219.0,58397.0,57848.0,58106.0,11651767,59203.0,,,59062.0,58954.0,108.0,235.17,-127.17,41.31,59203.0,60753.0,57653.0,0.0524,6792864.0,1.72,-0.012558,0.014112,0.1461,0,0,57239.0,60919.0
VNM,2023-03-02,58747.0,59086.0,58226.0,59016.0,3960877,59197.0,,,59055.0,58959.0,96.0,207.33,-111.33,45.69,59197.0,60749.0,57645.0,0.0524,6713495.0,0.59,0.015661,0.014554,0.4417,0,0,57239.0,60919.0
VNM,2023-03-06,60046.0,60255.0,59483.0,59664.0,3873589,59280.0,,,59149.0,59013.0,136.0,193.07,-57.07,47.54,59280.0,60738.0,57822.0,0.0492,6279177.0,0.62,0.01098,0.013999,0.6317,0,0,57239.0,60919.0
VNM,2023-03-06,60931.0,61066.0,60598.0,61044.0,6111226,59427.0,,,59441.0,59168.0,273.0,209.05,63.95,55.41,59427.0,60974.0,57880.0,0.0521,6006749.0,1.02,0.02313,0.014811,1.0226,0,0,57848.0,61066.0
VNM,2023-03-07,59345.0,60314.0,58975.0,59798.0,7309166,59506.0,,,59496.0,59216.0,280.0,223.24,56.76,53.26,59506.0,60952.0,58060.0,0.0486,5826081.0,1.25,-0.020412,0.01568,0.601,0,0,57848.0,61066.0
VNM,2023-03-08,59467.0,59660.0,59238.0,59327.0,8677922,59473.0,,,59470.0,59225.0,245.0,227.6,17.4,45.5,59473.0,60903.0,58043.0,0.0481,6028236.0,1.44,-0.007877,0.014243,0.449,0,0,57848.0,61066.0
VNM,2023-03-09,59759.0,59911.0,59374.0,59648.0,3450118,59466.0,,,59497.0,59257.0,240.0,230.08,9.92,51.19,59466.0,60891.0,58041.0,0.0479,5923331.0,0.58,0.005411,0.014285,0.5639,0,0,57848.0,61066.0
VNM,2023-03-13,58661.0,58776.0,58621.0,58755.0,4279318,59408.0,,,59383.0,59219.0,164.0,216.86,-52.86,53.14,59408.0,60850.0,57966.0,0.0485,5792670.0,0.74,-0.014971,0.014656,0.2736,0,0,57848.0,61066.0
VNM,2023-03-13,58689.0,59727.0,58429.0,59435.0,535435,59370.0,58911.0,,59391.0,59235.0,156.0,204.69,-48.69,53.0,59370.0,60764.0,57976.0,0.047,5673461.0,0.09,0.011573,0.014874,0.5233,0,0,57848.0,61066.0
VNM,2023-03-14,60714.0,60909.0,60467.0,60721.0,3144814,59418.0,58871.0,,59596.0,59348.0,248.0,213.35,34.65,53.37,59418.0,60929.0,57907.0,0.0509,5429384.0,0.58,0.021637,0.015578,0.9312,0,0,57848.0,61066.0
VNM,2023-03-15,60623.0,60882.0,59822.0,60160.0,5085213,59476.0,58845.0,,59682.0,59409.0,273.0,225.28,47.72,52.66,59476.0,61008.0,57944.0,0.0515,5391411.0,0.94,-0.009239,0.015428,0.7232,0,0,57848.0,61066.0
VNM,2023-03-16,60268.0,60983.0,60145.0,60237.0,848271,59470.0,58820.0,,59768.0,59471.0,297.0,239.62,57.38,55.1,59470.0,60989.0,57951.0,0.0511,5133189.0,0.17,0.00128,0.01455,0.7525,0,0,57848.0,61066.0
VNM,2023-03-20,61190.0,61988.0,61177.0,61781.0,4992049,59590.0,58800.0,,60078.0,59645.0,433.0,278.3,154.7,59.9,59590.0,61426.0,57754.0,0.0616,4815419.0,1.04,0.025632,0.015114,1.0967,0,0,57848.0,61988.0
VNM,2023-03-20,63562.0,63948.0,63561.0,63735.0,4048350,59871.0,58837.0,,60640.0,59952.0,688.0,360.24,327.76,69.24,59871.0,62359.0,57383.0,0.0831,4706464.0,0.86,0.031628,0.015402,1.2765,0,0,57848.0,63948.0
VNM,2023-03-21,65245.0,65267.0,63735.0,64587.0,12217334,60160.0,58938.0,,61248.0,60300.0,948.0,477.79,470.21,75.27,60160.0,63368.0,56952.0,0.1066,5249105.0,2.33,0.013368,0.015433,1.19,0,0,57848.0,65267.0
VNM,2023-03-22,65172.0,65444.0,65136.0,65281.0,2059074,60423.0,59061.0,,61868.0,60674.0,1194.0,621.03,572.97,74.85,60423.0,64362.0,56484.0,0.1304,5139008.0,0.4,0.010745,0.015062,1.1167,0,0,57848.0,65444.0
VNM,2023-03-23,64655.0,64916.0,64351.0,64383.0,15015869,60662.0,59182.0,,62255.0,60952.0,1303.0,757.43,545.57,68.35,60662.0,64955.0,56369.0,0.1415,5568442.0,2.7,-0.013756,0.015401,0.9334,0,0,57848.0,65444.0
VNM,2023-03-27,65601.0,66035.0,64048.0,64816.0,1306805,60943.0,59356.0,,62649.0,61241.0,1408.0,887.54,520.46,65.84,60943.0,65556.0,56330.0,0.1514,5404982.0,0.24,0.006725,0.0152,0.9198,0,0,57848.0,66035.0
VNM,2023-03-27,65260.0,65521.0,65044.0,65472.0,9097343,61241.0,59537.0,,63083.0,61558.0,1525.0,1015.03,509.97,75.06,61241.0,66221.0,56261.0,0.1626,5564958.0,1.63,0.010121,0.015249,0.9248,0,0,57848.0,66035.0
VNM,2023-03-28,65456.0,65636.0,65170.0,65280.0,5528981,61562.0,59709.0,,63421.0,61836.0,1585.0,1129.03,455.97,76.96,61562.0,66719.0,56405.0,0.1675,5659676.0,0.98,-0.002933,0.014891,0.8605,0,0,57848.0,66035.0
VNM,2023-03-29,65033.0,65161.0,64458.0,64665.0,12040800,61890.0,59846.0,,63613.0,62047.0,1566.0,1216.42,349.58,72.13,61890.0,66955.0,56825.0,0.1637,5679128.0,2.12,-0.009421,0.014709,0.7739,0,0,58226.0,66035.0
VNM,2023-03-30,63168.0,63316.0,63037.0,63314.0,3154360,62105.0,59977.0,,63567.0,62142.0,1425.0,1258.14,166.86,69.33,62105.0,67019.0,57191.0,0.1582,5638802.0,0.56,-0.020892,0.015618,0.623,0,0,58429.0,66035.0
VNM,2023-04-03,61566.0,61781.0,61068.0,61513.0,4077322,62198.0,60101.0,,63251.0,62095.0,1156.0,1237.71,-81.71,58.05,62198.0,66986.0,57410.0,0.154,5648988.0,0.72,-0.028446,0.017064,0.4285,0,0,58429.0,66035.0
VNM,2023-04-03,59768.0,59931.0,59358.0,59551.0,2690422,62123.0,60194.0,,62682.0,61905.0,777.0,1145.57,-368.57,45.7,62123.0,67032.0,57214.0,0.158,5477948.0,0.49,-0.031896,0.017839,0.238,0,0,58429.0,66035.0
VNM,2023-04-04,60147.0,60234.0,60133.0,60177.0,12737533,62142.0,60299.0,,62296.0,61776.0,520.0,1020.45,-500.45,50.06,62142.0,67016.0,57268.0,0.1569,5749367.0,2.22,0.010512,0.017411,0.2984,0,0,58429.0,66035.0
VNM,2023-04-05,60896.0,61077.0,59645.0,60365.0,4040297,62194.0,60391.0,,61999.0,61671.0,328.0,881.96,-553.96,50.46,62194.0,66963.0,57425.0,0.1534,5517485.0,0.73,0.003124,0.017307,0.3082,0,0,58429.0,66035.0
VNM,2023-04-06,60288.0,61166.0,59400.0,59909.0,3128067,62207.0,60446.0,,61678.0,61540.0,138.0,733.17,-595.17,42.62,62207.0,66948.0,57466.0,0.1524,5501383.0,0.57,-0.007554,0.017376,0.2576,0,0,58429.0,66035.0
VNM,2023-04-10,59106.0,59979.0,58525.0,59611.0,3489985,62250.0,60470.0,,61360.0,61396.0,-36.0,579.34,-615.34,31.29,62250.0,66873.0,57627.0,0.1485,5461916.0,0.64,-0.004974,0.017053,0.2146,0,0,58429.0,66035.0
VNM,2023-04-10,60597.0,61393.0,59429.0,59861.0,15289050,62271.0,60493.0,,61129.0,61282.0,-153.0,432.87,-585.87,27.32,62271.0,66844.0,57698.0,0.1469,6199597.0,2.47,0.004194,0.016888,0.2365,0,0,58525.0,66035.0
VNM,2023-04-11,59719.0,59925.0,59652.0,59731.0,7715150,62221.0,60497.0,,60914.0,61167.0,-253.0,295.7,-548.7,21.84,62221.0,66885.0,57557.0,0.1499,6428114.0,1.2,-0.002172,0.016141,0.2331,0,0,58525.0,66035.0
VNM,2023-04-12,58459.0,58664.0,58293.0,58425.0,316741,62135.0,60487.0,,60531.0,60963.0,-432.0,150.16,-582.16,20.98,62135.0,67019.0,57251.0,0.1572,6189690.0,0.05,-0.021865,0.016729,0.1202,0,0,58293.0,66035.0
VNM,2023-04-13,59726.0,59821.0,59111.0,59374.0,2397362,62092.0,60491.0,,60353.0,60845.0,-492.0,21.73,-513.73,24.76,62092.0,67062.0,57122.0,0.1601,6267145.0,0.38,0.016243,0.017181,0.2266,0,0,58293.0,66035.0
VNM,2023-04-17,60076.0,60151.0,59382.0,59718.0,853134,61988.0,60525.0,,60255.0,60761.0,-506.0,-83.82,-422.18,22.52,61988.0,67069.0,56907.0,0.1639,6060199.0,0.14,0.005794,0.016128,0.2766,0,0,58293.0,66035.0
VNM,2023-04-17,59531.0,60212.0,59274.0,60025.0,16078575,61803.0,60564.0,,60220.0,60706.0,-486.0,-164.26,-321.74,25.17,61803.0,66887.0,56719.0,0.1645,6661710.0,2.41,0.005141,0.014235,0.3251,0,0,58293.0,66035.0
VNM,2023-04-18,61019.0,61089.0,60849.0,60922.0,11219938,61620.0,60618.0,,60328.0,60722.0,-394.0,-210.2,-183.8,32.77,61620.0,66543.0,56697.0,0.1598,6611840.0,1.7,0.014944,0.014333,0.4291,0,0,58293.0,66035.0
VNM,2023-04-19,60258.0,60567.0,59443.0,60124.0,3205254,61362.0,60621.0,,60297.0,60678.0,-381.0,-244.36,-136.64,34.53,61362.0,66010.0,56714.0,0.1515,6669149.0,0.48,-0.013099,0.014136,0.3668,0,0,58293.0,66035.0
VNM,2023-04-20,61548.0,61651.0,61331.0,61413.0,5792881,61213.0,60653.0,,60468.0,60733.0,-265.0,-248.49,-16.51,49.49,61213.0,65639.0,56787.0,0.1446,6208000.0,0.93,0.021439,0.015022,0.5226,0,0,58293.0,66035.0
VNM,2023-04-24,61004.0,61327.0,60984.0,61306.0,3251475,61038.0,60681.0,,60597.0,60775.0,-178.0,-234.39,56.39,61.04,61038.0,65128.0,56948.0,0.134,6305234.0,0.52,-0.001742,0.014874,0.5328,0,0,58293.0,65636.0
VNM,2023-04-24,62614.0,62832.0,62111.0,62275.0,6771723,60878.0,60723.0,,60855.0,60886.0,-31.0,-193.71,162.71,62.66,60878.0,64456.0,57300.0,0.1175,6188952.0,1.09,0.015806,0.015183,0.6952,0,0,58293.0,65636.0
VNM,2023-04-25,62766.0,63362.0,62090.0,63095.0,14602607,60769.0,60789.0,,61200.0,61050.0,150.0,-124.97,274.97,65.3,60769.0,63885.0,57653.0,0.1026,6642634.0,2.2,0.013167,0.015574,0.8732,0,0,58293.0,65161.0
VNM,2023-04-26,62301.0,62530.0,61793.0,62032.0,2897835,60637.0,60850.0,,61328.0,61123.0,205.0,-58.98,263.98,61.14,60637.0,63240.0,58034.0,0.0859,6185486.0,0.47,-0.016848,0.015857,0.768,0,0,58293.0,63362.0
VNM,2023-04-27,62501.0,62861.0,62438.0,62602.0,690951,60601.0,60895.0,,61524.0,61233.0,291.0,11.02,279.98,65.26,60601.0,63065.0,58137.0,0.0813,6062315.0,0.11,0.009189,0.015386,0.906,0,0,58293.0,63362.0
VNM,2023-05-01,63001.0,63369.0,62261.0,62989.0,7051701,60675.0,60967.0,,61749.0,61363.0,386.0,86.01,299.99,65.74,60675.0,63335.0,58015.0,0.0877,6211034.0,1.14,0.006182,0.013951,0.935,0,0,58293.0,63369.0
VNM,2023-05-01,63443.0,63904.0,62954.0,63061.0,10269391,60851.0,61066.0,,61951.0,61489.0,462.0,161.21,300.79,66.86,60851.0,63658.0,58044.0,0.0923,6589982.0,1.56,0.001143,0.011569,0.8937,0,0,58293.0,63904.0
VNM,2023-05-02,62942.0,63013.0,62894.0,62999.0,3956603,60992.0,61150.0,,62112.0,61601.0,511.0,231.17,279.83,76.49,60992.0,63936.0,58048.0,0.0965,6150936.0,0.64,-0.000983,0.011458,0.8409,0,0,58293.0,63904.0
VNM,2023-05-03,62968.0,62995.0,62474.0,62946.0,2144445,61121.0,61208.0,,62241.0,61701.0,540.0,292.94,247.06,73.08,61121.0,64174.0,58068.0,0.0999,6056143.0,0.35,-0.000841,0.011478,0.7989,0,0,58293.0,63904.0
VNM,2023-05-04,63643.0,63860.0,63350.0,63860.0,7492926,61318.0,61293.0,,62490.0,61861.0,629.0,360.15,268.85,74.93,61318.0,64547.0,58089.0,0.1053,6274386.0,1.19,0.01452,0.011556,0.8936,0,0,58293.0,63904.0
VNM,2023-05-08,64866.0,65457.0,64235.0,64529.0,3077200,61564.0,61400.0,,62803.0,62059.0,744.0,436.92,307.08,75.97,61564.0,64989.0,58139.0,0.1113,6253747.0,0.49,0.010476,0.011493,0.9328,0,0,58293.0,65457.0
VNM,2023-05-08,65070.0,65203.0,64329.0,64603.0,13550236,61801.0,61502.0,,63080.0,62247.0,833.0,516.13,316.87,73.45,61801.0,65382.0,58220.0,0.1159,6166806.0,2.2,0.001147,0.011511,0.8912,0,0,58293.0,65457.0
VNM,2023-05-09,63502.0,63869.0,62476.0,63028.0,4508009,61966.0,61585.0,,63072.0,62305.0,767.0,566.31,200.69,66.84,61966.0,65448.0,58484.0,0.1124,6006449.0,0.75,-0.02438,0.013088,0.6525,0,0,58293.0,65457.0
VNM,2023-05-10,63846.0,63945.0,63136.0,63598.0,9461372,62225.0,61695.0,,63153.0,62401.0,752.0,603.45,148.55,63.82,62225.0,65350.0,59100.0,0.1004,6463681.0,1.46,0.009044,0.011786,0.7197,0,0,59111.0,65457.0
VNM,2023-05-11,64332.0,64541.0,64274.0,64423.0,9435747,62477.0,61803.0,,63349.0,62551.0,798.0,642.36,155.64,68.07,62477.0,65444.0,59510.0,0.095,6815600.0,1.38,0.012972,0.011634,0.8279,0,0,59274.0,65457.0
VNM,2023-05-15,67036.0,67165.0,66935.0,67029.0,12455201,62843.0,61951.0,,63915.0,62883.0,1032.0,720.29,311.71,73.17,62843.0,66159.0,59527.0,0.1055,7395704.0,1.68,0.040451,0.014191,1.1312,0,0,59274.0,67165.0
VNM,2023-05-15,68633.0,68987.0,67600.0,68305.0,9558906,63257.0,62096.0,,64590.0,63285.0,1305.0,837.23,467.77,74.31,63257.0,67115.0,59399.0,0.122,7069720.0,1.35,0.019037,0.01449,1.1542,0,0,59443.0,68987.0
VNM,2023-05-16,65784.0,66890.0,65613.0,66181.0,3540415,63520.0,62224.0,,64835.0,63500.0,1335.0,936.78,398.22,67.61,63520.0,67425.0,59615.0,0.123,6685744.0,0.53,-0.031096,0.016595,0.8407,0,0,59443.0,68987.0
VNM,2023-05-17,67007.0,67692.0,65600.0,66310.0,10207520,63829.0,62363.0,,65062.0,63708.0,1354.0,1020.23,333.77,66.35,63829.0,67578.0,60080.0,0.1175,7035857.0,1.45,0.001949,0.0161,0.8309,0,0,60984.0,68987.0
VNM,2023-05-18,68280.0,68519.0,67811.0,68422.0,6888137,64180.0,62539.0,,65579.0,64057.0,1522.0,1120.58,401.42,70.8,64180.0,68272.0,60088.0,0.1275,7090620.0,0.97,0.03185,0.016811,1.0183,0,0,60984.0,68987.0
VNM,2023-05-22,69325.0,69327.0,69055.0,69192.0,9458799,64574.0,62747.0,,66135.0,64438.0,1697.0,1235.86,461.14,72.28,64574.0,69006.0,60142.0,0.1373,7400986.0,1.28,0.011254,0.016765,1.021,0,0,61793.0,69327.0
VNM,2023-05-22,69778.0,70087.0,69416.0,69623.0,5581502,64941.0,62951.0,,66671.0,64822.0,1849.0,1358.49,490.51,73.44,64941.0,69771.0,60111.0,0.1488,7341475.0,0.76,0.006229,0.016612,0.9847,0,0,61793.0,70087.0
VNM,2023-05-23,71010.0,71548.0,70626.0,70738.0,9180873,65324.0,63152.0,,67297.0,65260.0,2037.0,1494.19,542.81,75.65,65324.0,70716.0,59932.0,0.1651,7070388.0,1.3,0.016015,0.016692,1.002,0,0,61793.0,71548.0
VNM,2023-05-24,69654.0,70491.0,69572.0,70039.0,3020571,65724.0,63349.0,,67719.0,65615.0,2104.0,1616.15,487.85,70.63,65724.0,71274.0,60174.0,0.1689,7076525.0,0.43,-0.009882,0.01626,0.8887,0,0,62261.0,71548.0
VNM,2023-05-25,70980.0,71734.0,70416.0,70653.0,7533342,66126.0,63557.0,,68170.0,65988.0,2182.0,1729.32,452.68,70.52,66126.0,71886.0,60366.0,0.1742,7418645.0,1.02,0.008767,0.016256,0.893,0,0,62261.0,71734.0
VNM,2023-05-29,71135.0,71146.0,69785.0,70397.0,1256957,66497.0,63730.0,,68513.0,66315.0,2198.0,1823.06,374.94,69.18,66497.0,72359.0,60635.0,0.1763,7128908.0,0.18,-0.003623,0.016403,0.8327,0,0,62474.0,71734.0
VNM,2023-05-29,70252.0,70569.0,69985.0,70418.0,4742124,66865.0,63863.0,,68806.0,66619.0,2187.0,1895.85,291.15,77.27,66865.0,72743.0,60987.0,0.1758,6852544.0,0.69,0.000298,0.016417,0.8022,0,0,62474.0,71734.0
VNM,2023-05-30,70992.0,71882.0,70838.0,71459.0,6184313,67288.0,64001.0,,69214.0,66977.0,2237.0,1964.08,272.92,78.04,67288.0,73212.0,61364.0,0.1761,6963930.0,0.89,0.014783,0.01646,0.852,0,0,62474.0,71882.0
VNM,2023-05-31,69972.0,70563.0,69530.0,70388.0,8645293,67660.0,64103.0,,69395.0,67230.0,2165.0,2004.26,160.74,70.91,67660.0,73367.0,61953.0,0.1687,7288972.0,1.19,-0.014988,0.017082,0.739,0,0,62476.0,71882.0
VNM,2023-06-01,71537.0,72301.0,70974.0,71987.0,1281481,68066.0,64255.0,,69794.0,67582.0,2212.0,2045.81,166.19,68.7,68066.0,73791.0,62341.0,0.1682,6978400.0,0.18,0.022717,0.017399,0.8424,0,0,62476.0,72301.0
VNM,2023-06-05,71460.0,71935.0,71431.0,71517.0,3747108,68416.0,64389.0,,70059.0,67874.0,2185.0,2073.65,111.35,62.9,68416.0,74085.0,62747.0,0.1657,7011895.0,0.53,-0.006529,0.017591,0.7735,0,0,62476.0,72301.0
VNM,2023-06-05,71066.0,72304.0,70290.0,71879.0,8157002,68779.0,64517.0,,70339.0,68171.0,2168.0,2092.52,75.48,76.65,68779.0,74350.0,63208.0,0.162,6742234.0,1.21,0.005062,0.017564,0.7782,0,0,62476.0,72304.0
VNM,2023-06-06,70137.0,70362.0,70039.0,70235.0,4020550,69140.0,64616.0,,70323.0,68324.0,1999.0,2073.81,-74.81,66.08,69140.0,74037.0,64243.0,0.1417,6717861.0,0.6,-0.022872,0.017432,0.6118,0,0,63136.0,72304.0
